
============================================================
QUANTUM ALPHA V1 - BACKTEST
============================================================
Symbols: ['FULL']
Period: 2006-01-01 to 2026-01-01
Capital: $10,000
Strategy: enhanced
============================================================

Core sleeve anchored to quant composite: {'QQQ': 0.5, 'IWM': 0.5}
Collecting price data...
2026-03-03 12:03:40,261 | WARNING | quantum_alpha.risk.drawdown_control | CIRCUIT BREAKER TRIGGERED at 2013-06-05 00:00:00-04:00
2026-03-03 12:03:41,988 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: circuit_breaker -> critical
2026-03-03 12:03:41,989 | INFO | quantum_alpha.risk.drawdown_control | Circuit breaker released
2026-03-03 12:03:42,085 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> circuit_breaker
2026-03-03 12:03:42,085 | WARNING | quantum_alpha.risk.drawdown_control | CIRCUIT BREAKER TRIGGERED at 2013-06-20 00:00:00-04:00
2026-03-03 12:03:43,662 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: circuit_breaker -> critical
2026-03-03 12:03:43,662 | INFO | quantum_alpha.risk.drawdown_control | Circuit breaker released
2026-03-03 12:03:55,234 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> warning
2026-03-03 12:03:56,631 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> critical
2026-03-03 12:03:58,043 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> warning
2026-03-03 12:03:58,602 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> critical
2026-03-03 12:03:58,897 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> warning
2026-03-03 12:04:10,285 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:04:10,396 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:04:10,777 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:04:10,883 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:04:10,994 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:04:11,913 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:04:12,520 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:04:12,624 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:04:12,842 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:04:14,265 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:04:14,373 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> warning
2026-03-03 12:04:20,692 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:04:20,797 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> warning
2026-03-03 12:04:20,903 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:04:21,011 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:04:21,392 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:04:21,604 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:04:21,708 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:04:37,280 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:04:37,679 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:04:38,056 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:05:12,141 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:05:12,337 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:05:12,436 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:05:15,903 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:05:16,104 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:05:16,442 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:05:28,041 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:05:29,683 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:05:30,057 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:05:30,400 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:05:33,398 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:05:33,499 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:05:47,124 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:05:47,226 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:05:47,327 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:50:00,491 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:50:00,597 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:50:00,703 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:50:03,433 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:50:04,471 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:50:04,585 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:50:05,528 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:50:07,384 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> critical
2026-03-03 12:50:08,129 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> warning
2026-03-03 12:50:09,199 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> critical
2026-03-03 12:50:09,316 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> warning
2026-03-03 12:50:10,994 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:50:11,108 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:50:11,517 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:50:11,848 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:50:12,245 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> warning
2026-03-03 12:50:12,459 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:50:12,564 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:50:59,540 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:50:59,932 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:51:00,041 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> warning
2026-03-03 12:51:00,150 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:51:00,260 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> warning
2026-03-03 12:51:00,766 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> critical
2026-03-03 12:51:02,685 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> circuit_breaker
2026-03-03 12:51:02,686 | WARNING | quantum_alpha.risk.drawdown_control | CIRCUIT BREAKER TRIGGERED at 2020-03-17 00:00:00-04:00
2026-03-03 12:51:05,157 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: circuit_breaker -> critical
2026-03-03 12:51:05,158 | INFO | quantum_alpha.risk.drawdown_control | Circuit breaker released
2026-03-03 12:51:05,882 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> circuit_breaker
2026-03-03 12:51:05,882 | WARNING | quantum_alpha.risk.drawdown_control | CIRCUIT BREAKER TRIGGERED at 2020-04-02 00:00:00-04:00
2026-03-03 12:51:06,817 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: circuit_breaker -> critical
2026-03-03 12:51:06,818 | INFO | quantum_alpha.risk.drawdown_control | Circuit breaker released
2026-03-03 12:51:07,331 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> warning
2026-03-03 12:51:08,179 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> critical
2026-03-03 12:51:08,288 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> warning
2026-03-03 12:51:09,127 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:51:09,238 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> warning
2026-03-03 12:51:10,169 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:51:10,811 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:51:10,918 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:51:11,639 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:51:11,752 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:52:28,594 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:52:29,027 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:52:29,147 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> warning
2026-03-03 12:52:29,889 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:52:30,001 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:52:30,244 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:52:30,358 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:52:31,032 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:52:31,510 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:52:32,095 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:52:32,215 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:52:32,333 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:52:35,428 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> critical
2026-03-03 12:52:35,544 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> warning
2026-03-03 12:52:36,929 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:52:37,043 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:52:38,581 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:52:40,408 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> critical
2026-03-03 12:52:42,534 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> circuit_breaker
2026-03-03 12:52:42,534 | WARNING | quantum_alpha.risk.drawdown_control | CIRCUIT BREAKER TRIGGERED at 2022-05-10 00:00:00-04:00
2026-03-03 12:52:45,005 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: circuit_breaker -> critical
2026-03-03 12:52:45,005 | INFO | quantum_alpha.risk.drawdown_control | Circuit breaker released
2026-03-03 12:52:46,637 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> circuit_breaker
2026-03-03 12:52:46,637 | WARNING | quantum_alpha.risk.drawdown_control | CIRCUIT BREAKER TRIGGERED at 2022-06-13 00:00:00-04:00
2026-03-03 12:52:51,750 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: circuit_breaker -> critical
2026-03-03 12:52:51,750 | INFO | quantum_alpha.risk.drawdown_control | Circuit breaker released
2026-03-03 12:52:51,869 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> circuit_breaker
2026-03-03 12:52:51,869 | WARNING | quantum_alpha.risk.drawdown_control | CIRCUIT BREAKER TRIGGERED at 2022-07-25 00:00:00-04:00
2026-03-03 12:52:53,369 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: circuit_breaker -> critical
2026-03-03 12:52:53,369 | INFO | quantum_alpha.risk.drawdown_control | Circuit breaker released
2026-03-03 12:52:55,107 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> warning
2026-03-03 12:52:55,332 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> critical
2026-03-03 12:52:57,241 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> circuit_breaker
2026-03-03 12:52:57,241 | WARNING | quantum_alpha.risk.drawdown_control | CIRCUIT BREAKER TRIGGERED at 2022-09-02 00:00:00-04:00
2026-03-03 12:52:58,193 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: circuit_breaker -> critical
2026-03-03 12:52:58,193 | INFO | quantum_alpha.risk.drawdown_control | Circuit breaker released
2026-03-03 12:52:58,731 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> circuit_breaker
2026-03-03 12:52:58,731 | WARNING | quantum_alpha.risk.drawdown_control | CIRCUIT BREAKER TRIGGERED at 2022-09-14 00:00:00-04:00
2026-03-03 12:53:06,627 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: circuit_breaker -> critical
2026-03-03 12:53:06,627 | INFO | quantum_alpha.risk.drawdown_control | Circuit breaker released
2026-03-03 12:53:07,063 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> circuit_breaker
2026-03-03 12:53:07,064 | WARNING | quantum_alpha.risk.drawdown_control | CIRCUIT BREAKER TRIGGERED at 2022-11-15 00:00:00-05:00
2026-03-03 12:53:08,987 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: circuit_breaker -> critical
2026-03-03 12:53:08,987 | INFO | quantum_alpha.risk.drawdown_control | Circuit breaker released
2026-03-03 12:53:09,633 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> circuit_breaker
2026-03-03 12:53:09,634 | WARNING | quantum_alpha.risk.drawdown_control | CIRCUIT BREAKER TRIGGERED at 2022-12-06 00:00:00-05:00
2026-03-03 12:53:14,669 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: circuit_breaker -> critical
2026-03-03 12:53:14,669 | INFO | quantum_alpha.risk.drawdown_control | Circuit breaker released
2026-03-03 12:53:15,190 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> circuit_breaker
2026-03-03 12:53:15,190 | WARNING | quantum_alpha.risk.drawdown_control | CIRCUIT BREAKER TRIGGERED at 2023-01-19 00:00:00-05:00
2026-03-03 12:53:16,352 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: circuit_breaker -> critical
2026-03-03 12:53:16,352 | INFO | quantum_alpha.risk.drawdown_control | Circuit breaker released
2026-03-03 12:53:21,620 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> circuit_breaker
2026-03-03 12:53:21,620 | WARNING | quantum_alpha.risk.drawdown_control | CIRCUIT BREAKER TRIGGERED at 2023-03-10 00:00:00-05:00
2026-03-03 12:53:23,177 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: circuit_breaker -> critical
2026-03-03 12:53:23,178 | INFO | quantum_alpha.risk.drawdown_control | Circuit breaker released
2026-03-03 12:53:23,297 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> circuit_breaker
2026-03-03 12:53:23,297 | WARNING | quantum_alpha.risk.drawdown_control | CIRCUIT BREAKER TRIGGERED at 2023-03-23 00:00:00-04:00
2026-03-03 12:53:24,662 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: circuit_breaker -> critical
2026-03-03 12:53:24,662 | INFO | quantum_alpha.risk.drawdown_control | Circuit breaker released
2026-03-03 12:53:32,536 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> warning
2026-03-03 12:53:37,775 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:53:37,892 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:53:38,771 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:53:39,193 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:53:39,305 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:53:39,529 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:53:39,642 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:53:40,061 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:53:40,294 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:53:48,300 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> critical
2026-03-03 12:53:48,431 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> warning
2026-03-03 12:53:50,786 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> critical
2026-03-03 12:53:52,467 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> warning
2026-03-03 12:53:54,846 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:53:54,961 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> warning
2026-03-03 12:53:55,073 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:53:55,186 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:53:55,613 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:53:55,983 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:53:56,093 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:54:54,998 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:54:55,484 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:54:55,934 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:54:56,060 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:54:56,182 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:54:56,303 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal
2026-03-03 12:54:57,310 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: normal -> warning
2026-03-03 12:54:58,420 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> critical
2026-03-03 12:54:59,064 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> warning
2026-03-03 12:54:59,181 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> critical
2026-03-03 12:54:59,291 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> warning
2026-03-03 12:55:00,463 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> critical
2026-03-03 12:55:00,576 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: critical -> warning
2026-03-03 12:55:01,782 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: warning -> recovery
2026-03-03 12:55:02,197 | INFO | quantum_alpha.risk.drawdown_control | Drawdown state transition: recovery -> normal

============================================================
BACKTEST RESULTS
============================================================
Total Return:        246.52%
Annual Return:         6.41%
Volatility:           19.73%
Sharpe Ratio:          0.22
Sortino Ratio:         0.29
Max Drawdown:        -64.92%
Calmar Ratio:          0.10
Win Rate:             53.68%
Profit Factor:         1.08
Total Trades:           170
Final Equity:    $ 34,562.67
Excess vs QQQ/IWM:   -605.21%
Quant Beta:            0.87
Quant InfoRatio:      -1.01
Bench Constraints:   FALSE
Gate Passed:          FALSE
Gate Coverage:           32
Gate Available:          32
Gate Required:           32
Gate Relaxed:          TRUE
Gate Good:               17
Gate Ratio:          53.12%
============================================================

                   GATE DETAIL BREAKDOWN                    
Metric                          Value   Market    Quant   Pass
------------------------------------------------------------
annual_volatility              0.1973   0.1939   0.2218    YES
beta                           0.9354   1.0002   1.0874    YES
cagr                           0.0642   0.1081   0.1191     NO
calmar_ratio                   0.0989   0.1959   0.2166     NO
capture_ratio                  0.9570   1.0000   0.9972     NO
cvar                           0.0301   0.0298   0.0334    YES
dividend_yield                 2.2412   1.0500   0.7150    YES
downside_capture               1.0650   1.0000   1.1563    YES
downside_deviation             0.1525   0.1592   0.1716    YES
information_ratio             -0.5557   0.0000   0.1544     NO
jensen_alpha                  -0.0509  -0.0134  -0.0113     NO
m2                             0.0635   0.1081   0.1066     NO
max_consecutive_losses         9.0000   8.0000   8.0000    YES
max_consecutive_wins          11.0000  14.0000  10.0000    YES
max_drawdown                  -0.6492  -0.5519  -0.5498     NO
omega_ratio                    1.0773   1.1316   1.1200     NO
payoff_ratio                   0.9289   0.9146   0.9371    YES
price_to_book                  6.0246   1.5801   1.4307    YES
price_to_earnings             44.3050  27.3085  25.4711    YES
profit_factor                  1.0773   1.1316   1.1200     NO
r_squared                      0.8440   1.0000   0.9029    YES
recovery_time                  0.0000   0.0000   0.0000    YES
sharpe_ratio                   0.2242   0.4546   0.4467     NO
sortino_ratio                  0.2900   0.5537   0.5773     NO
sterling_ratio                 0.0989   0.1959   0.2166     NO
total_return                   2.4652   6.7599   8.4424     NO
tracking_error                 0.0789   0.0000   0.0711    YES
treynor_ratio                  0.0473   0.0881   0.0911     NO
ulcer_index                    0.2339   0.1281   0.1311     NO
upside_capture                 1.0192   1.0000   1.1530    YES
var                            0.0205   0.0180   0.0221    YES
win_rate                       0.5368   0.5516   0.5444    YES

2026-03-03 13:03:22,095 | WARNING | quantum_alpha.monitoring.alert_system | Max drawdown -64.92% exceeds threshold 15.00%
2026-03-03 13:03:22,098 | WARNING | quantum_alpha.monitoring.alert_system | Sharpe ratio 0.22 below threshold 0.50
