candidate,score,signal_threshold,top_k,hold_days,confidence,full_ann_model,full_ann_ew,full_ann_spy,full_ann_quant,full_excess_vs_quant,full_max_drawdown,full_beta_vs_quant,full_information_ratio_vs_quant,constraints_passed,recent_ann_model,recent_ann_ew,recent_ann_spy,recent_ann_quant
72,-100.88482825928484,0.52,25,15,0.05,0.1091536506841615,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.03463438634144089,-0.3590652944268977,-0.07686784999418696,-0.11917239110186206,False,0.09086656644128532,0.17146495497408254,0.15059382158940426,0.150355157213927
109,-100.90287276991441,0.55,10,5,0.0,0.10918732485273619,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.0346007121728662,-0.32941736548097944,-0.07843898607454043,-0.11697337992130748,False,0.086634093548966,0.17146495497408254,0.15059382158940426,0.150355157213927
111,-100.90287276991441,0.55,10,5,0.05,0.10918732485273619,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.0346007121728662,-0.32941736548097944,-0.07843898607454043,-0.11697337992130748,False,0.086634093548966,0.17146495497408254,0.15059382158940426,0.150355157213927
110,-100.90287276991441,0.55,10,5,0.03,0.10918732485273619,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.0346007121728662,-0.32941736548097944,-0.07843898607454043,-0.11697337992130748,False,0.086634093548966,0.17146495497408254,0.15059382158940426,0.150355157213927
28,-100.91602083486517,0.5,25,5,0.0,0.09865998289393918,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.04512805413166321,-0.3235675712093583,-0.08667465664385281,-0.15535127285938782,False,0.10050316918961966,0.17146495497408254,0.15059382158940426,0.150355157213927
19,-100.91602083486517,0.5,20,5,0.0,0.09865998289393918,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.04512805413166321,-0.3235675712093583,-0.08667465664385281,-0.15535127285938782,False,0.10050316918961966,0.17146495497408254,0.15059382158940426,0.150355157213927
74,-101.05602262759118,0.53,10,5,0.03,0.09713917558649099,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.0466488614391114,-0.36267506469470934,-0.07824965207628966,-0.15995015741661742,False,0.08216427291029005,0.17146495497408254,0.15059382158940426,0.150355157213927
75,-101.05602262759118,0.53,10,5,0.05,0.09713917558649099,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.0466488614391114,-0.36267506469470934,-0.07824965207628966,-0.15995015741661742,False,0.08216427291029005,0.17146495497408254,0.15059382158940426,0.150355157213927
73,-101.05602262759118,0.53,10,5,0.0,0.09713917558649099,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.0466488614391114,-0.36267506469470934,-0.07824965207628966,-0.15995015741661742,False,0.08216427291029005,0.17146495497408254,0.15059382158940426,0.150355157213927
119,-101.20734131529117,0.55,15,5,0.03,0.0926776862176577,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.05111035080794468,-0.37698591658863845,-0.0798358071556885,-0.1734944957179581,False,0.06559944871533263,0.17146495497408254,0.15059382158940426,0.150355157213927
118,-101.20734131529117,0.55,15,5,0.0,0.0926776862176577,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.05111035080794468,-0.37698591658863845,-0.0798358071556885,-0.1734944957179581,False,0.06559944871533263,0.17146495497408254,0.15059382158940426,0.150355157213927
120,-101.20734131529117,0.55,15,5,0.05,0.0926776862176577,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.05111035080794468,-0.37698591658863845,-0.0798358071556885,-0.1734944957179581,False,0.06559944871533263,0.17146495497408254,0.15059382158940426,0.150355157213927
2,-101.24568144830211,0.5,10,5,0.03,0.08943979428627946,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.05434824273932293,-0.39577841463272334,-0.07998104277969546,-0.1860487230971313,False,0.07223596261693177,0.17146495497408254,0.15059382158940426,0.150355157213927
83,-101.2551918379564,0.53,15,5,0.03,0.08625909825866307,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.05752893876693932,-0.38826550505643265,-0.07846295634461048,-0.19851143202862928,False,0.0726949829041299,0.17146495497408254,0.15059382158940426,0.150355157213927
84,-101.2551918379564,0.53,15,5,0.05,0.08625909825866307,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.05752893876693932,-0.38826550505643265,-0.07846295634461048,-0.19851143202862928,False,0.0726949829041299,0.17146495497408254,0.15059382158940426,0.150355157213927
82,-101.2551918379564,0.53,15,5,0.0,0.08625909825866307,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.05752893876693932,-0.38826550505643265,-0.07846295634461048,-0.19851143202862928,False,0.0726949829041299,0.17146495497408254,0.15059382158940426,0.150355157213927
37,-101.2575381611725,0.52,10,5,0.0,0.08806531853445043,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.05572271849115196,-0.38279605355877777,-0.07441409007744769,-0.19052973997692035,False,0.07182149916863989,0.17146495497408254,0.15059382158940426,0.150355157213927
38,-101.2575381611725,0.52,10,5,0.03,0.08806531853445043,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.05572271849115196,-0.38279605355877777,-0.07441409007744769,-0.19052973997692035,False,0.07182149916863989,0.17146495497408254,0.15059382158940426,0.150355157213927
128,-101.29770214737106,0.55,20,5,0.03,0.0817360359849717,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.06205200104063069,-0.3345945681941469,-0.08116580981637414,-0.21042617505640782,False,0.058119600654110704,0.17146495497408254,0.15059382158940426,0.150355157213927
137,-101.29770214737106,0.55,25,5,0.03,0.0817360359849717,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.06205200104063069,-0.3345945681941469,-0.08116580981637414,-0.21042617505640782,False,0.058119600654110704,0.17146495497408254,0.15059382158940426,0.150355157213927
138,-101.29770214737106,0.55,25,5,0.05,0.0817360359849717,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.06205200104063069,-0.3345945681941469,-0.08116580981637414,-0.21042617505640782,False,0.058119600654110704,0.17146495497408254,0.15059382158940426,0.150355157213927
136,-101.29770214737106,0.55,25,5,0.0,0.0817360359849717,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.06205200104063069,-0.3345945681941469,-0.08116580981637414,-0.21042617505640782,False,0.058119600654110704,0.17146495497408254,0.15059382158940426,0.150355157213927
129,-101.29770214737106,0.55,20,5,0.05,0.0817360359849717,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.06205200104063069,-0.3345945681941469,-0.08116580981637414,-0.21042617505640782,False,0.058119600654110704,0.17146495497408254,0.15059382158940426,0.150355157213927
127,-101.29770214737106,0.55,20,5,0.0,0.0817360359849717,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.06205200104063069,-0.3345945681941469,-0.08116580981637414,-0.21042617505640782,False,0.058119600654110704,0.17146495497408254,0.15059382158940426,0.150355157213927
11,-101.32848442399789,0.5,15,5,0.03,0.08089107077471036,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.06289696625089203,-0.4050173158950161,-0.07968409306165036,-0.21702933233225058,False,0.07122276677957884,0.17146495497408254,0.15059382158940426,0.150355157213927
39,-101.34028174933486,0.52,10,5,0.05,0.07909167779894277,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.06469635922665962,-0.40821725135869624,-0.07406857300744438,-0.22117443530299633,False,0.07122159261385441,0.17146495497408254,0.15059382158940426,0.150355157213927
3,-101.34028174933486,0.5,10,5,0.05,0.07909167779894277,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.06469635922665962,-0.40821725135869624,-0.07406857300744438,-0.22117443530299633,False,0.07122159261385441,0.17146495497408254,0.15059382158940426,0.150355157213927
47,-101.35253067388136,0.52,15,5,0.03,0.0795322424087983,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.06425579461680408,-0.40038392556285674,-0.07493709076121886,-0.22139179316029622,False,0.0719369531203069,0.17146495497408254,0.15059382158940426,0.150355157213927
46,-101.35253067388136,0.52,15,5,0.0,0.0795322424087983,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.06425579461680408,-0.40038392556285674,-0.07493709076121886,-0.22139179316029622,False,0.0719369531203069,0.17146495497408254,0.15059382158940426,0.150355157213927
20,-101.43417065082166,0.5,20,5,0.03,0.07217205879621535,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.07161597822938703,-0.40816597219553663,-0.08032980801039824,-0.24721509228613825,False,0.06436846368961935,0.17146495497408254,0.15059382158940426,0.150355157213927
29,-101.43417065082166,0.5,25,5,0.03,0.07217205879621535,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.07161597822938703,-0.40816597219553663,-0.08032980801039824,-0.24721509228613825,False,0.06436846368961935,0.17146495497408254,0.15059382158940426,0.150355157213927
12,-101.45896503511781,0.5,15,5,0.05,0.06973116523931178,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.07405687178629061,-0.41584960153850026,-0.07477748958559645,-0.2549111028367957,False,0.06732297325939207,0.17146495497408254,0.15059382158940426,0.150355157213927
48,-101.45896503511781,0.52,15,5,0.05,0.06973116523931178,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.07405687178629061,-0.41584960153850026,-0.07477748958559645,-0.2549111028367957,False,0.06732297325939207,0.17146495497408254,0.15059382158940426,0.150355157213927
102,-101.4703488010519,0.53,25,5,0.05,0.0719789903061141,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.07180904671948829,-0.40922635652367156,-0.08010110326807207,-0.2477360838744219,False,0.06329893564294187,0.17146495497408254,0.15059382158940426,0.150355157213927
100,-101.4703488010519,0.53,25,5,0.0,0.0719789903061141,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.07180904671948829,-0.40922635652367156,-0.08010110326807207,-0.2477360838744219,False,0.06329893564294187,0.17146495497408254,0.15059382158940426,0.150355157213927
92,-101.4703488010519,0.53,20,5,0.03,0.0719789903061141,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.07180904671948829,-0.40922635652367156,-0.08010110326807207,-0.2477360838744219,False,0.06329893564294187,0.17146495497408254,0.15059382158940426,0.150355157213927
91,-101.4703488010519,0.53,20,5,0.0,0.0719789903061141,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.07180904671948829,-0.40922635652367156,-0.08010110326807207,-0.2477360838744219,False,0.06329893564294187,0.17146495497408254,0.15059382158940426,0.150355157213927
101,-101.4703488010519,0.53,25,5,0.03,0.0719789903061141,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.07180904671948829,-0.40922635652367156,-0.08010110326807207,-0.2477360838744219,False,0.06329893564294187,0.17146495497408254,0.15059382158940426,0.150355157213927
93,-101.4703488010519,0.53,20,5,0.05,0.0719789903061141,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.07180904671948829,-0.40922635652367156,-0.08010110326807207,-0.2477360838744219,False,0.06329893564294187,0.17146495497408254,0.15059382158940426,0.150355157213927
56,-101.5140253784266,0.52,20,5,0.03,0.0688129547240055,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.07497508230159688,-0.4150702184112074,-0.07619415957408976,-0.2582801983304361,False,0.06603108250249812,0.17146495497408254,0.15059382158940426,0.150355157213927
55,-101.5140253784266,0.52,20,5,0.0,0.0688129547240055,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.07497508230159688,-0.4150702184112074,-0.07619415957408976,-0.2582801983304361,False,0.06603108250249812,0.17146495497408254,0.15059382158940426,0.150355157213927
64,-101.5140253784266,0.52,25,5,0.0,0.0688129547240055,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.07497508230159688,-0.4150702184112074,-0.07619415957408976,-0.2582801983304361,False,0.06603108250249812,0.17146495497408254,0.15059382158940426,0.150355157213927
65,-101.5140253784266,0.52,25,5,0.03,0.0688129547240055,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.07497508230159688,-0.4150702184112074,-0.07619415957408976,-0.2582801983304361,False,0.06603108250249812,0.17146495497408254,0.15059382158940426,0.150355157213927
66,-101.63259928174504,0.52,25,5,0.05,0.057864243954451666,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.08592379307115072,-0.41979704196361856,-0.07666647662888913,-0.2956552606291568,False,0.05948060639216801,0.17146495497408254,0.15059382158940426,0.150355157213927
57,-101.63259928174504,0.52,20,5,0.05,0.057864243954451666,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.08592379307115072,-0.41979704196361856,-0.07666647662888913,-0.2956552606291568,False,0.05948060639216801,0.17146495497408254,0.15059382158940426,0.150355157213927
30,-101.63259928174504,0.5,25,5,0.05,0.057864243954451666,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.08592379307115072,-0.41979704196361856,-0.07666647662888913,-0.2956552606291568,False,0.05948060639216801,0.17146495497408254,0.15059382158940426,0.150355157213927
21,-101.63259928174504,0.5,20,5,0.05,0.057864243954451666,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.08592379307115072,-0.41979704196361856,-0.07666647662888913,-0.2956552606291568,False,0.05948060639216801,0.17146495497408254,0.15059382158940426,0.150355157213927
