candidate,score,signal_threshold,top_k,hold_days,confidence,full_ann_model,full_ann_ew,full_ann_spy,full_ann_quant,full_excess_vs_quant,full_max_drawdown,full_beta_vs_quant,full_information_ratio_vs_quant,constraints_passed,recent_ann_model,recent_ann_ew,recent_ann_spy,recent_ann_quant
106,-100.60797176924073,0.53,25,15,0.0,0.12359782686155119,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.020190210164051203,-0.3215433463554447,-0.08097175071724037,-0.069520862251604,False,0.08764689345361876,0.17146495497408254,0.15059382158940426,0.150355157213927
107,-100.60797176924073,0.53,25,15,0.03,0.12359782686155119,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.020190210164051203,-0.3215433463554447,-0.08097175071724037,-0.069520862251604,False,0.08764689345361876,0.17146495497408254,0.15059382158940426,0.150355157213927
1,-100.63736469572119,0.5,10,5,0.0,0.1223570887395955,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.02143094828600689,-0.3409223050687119,-0.08698236587892061,-0.07320274297612461,False,0.12229649641681717,0.17146495497408254,0.15059382158940426,0.150355157213927
131,-100.69675744470302,0.55,20,10,0.03,0.11640666032397617,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.027381376701626214,-0.32363350063230456,-0.06531419672817063,-0.09184413325636984,False,0.1016424932768889,0.17146495497408254,0.15059382158940426,0.150355157213927
130,-100.69675744470302,0.55,20,10,0.0,0.11640666032397617,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.027381376701626214,-0.32363350063230456,-0.06531419672817063,-0.09184413325636984,False,0.1016424932768889,0.17146495497408254,0.15059382158940426,0.150355157213927
141,-100.69675744470302,0.55,25,10,0.05,0.11640666032397617,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.027381376701626214,-0.32363350063230456,-0.06531419672817063,-0.09184413325636984,False,0.1016424932768889,0.17146495497408254,0.15059382158940426,0.150355157213927
132,-100.69675744470302,0.55,20,10,0.05,0.11640666032397617,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.027381376701626214,-0.32363350063230456,-0.06531419672817063,-0.09184413325636984,False,0.1016424932768889,0.17146495497408254,0.15059382158940426,0.150355157213927
139,-100.69675744470302,0.55,25,10,0.0,0.11640666032397617,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.027381376701626214,-0.32363350063230456,-0.06531419672817063,-0.09184413325636984,False,0.1016424932768889,0.17146495497408254,0.15059382158940426,0.150355157213927
140,-100.69675744470302,0.55,25,10,0.03,0.11640666032397617,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.027381376701626214,-0.32363350063230456,-0.06531419672817063,-0.09184413325636984,False,0.1016424932768889,0.17146495497408254,0.15059382158940426,0.150355157213927
54,-100.81371413383089,0.52,15,15,0.05,0.1090199481261711,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.03476808889943128,-0.3617281247146139,-0.07492848213076392,-0.11942074177630634,False,0.1102432165450653,0.17146495497408254,0.15059382158940426,0.150355157213927
18,-100.81371413383089,0.5,15,15,0.05,0.1090199481261711,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.03476808889943128,-0.3617281247146139,-0.07492848213076392,-0.11942074177630634,False,0.1102432165450653,0.17146495497408254,0.15059382158940426,0.150355157213927
10,-100.81988435610518,0.5,15,5,0.0,0.10739416449691275,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.03639387252868964,-0.32725233543393517,-0.0858085076392621,-0.12514764398028647,False,0.1063517462268797,0.17146495497408254,0.15059382158940426,0.150355157213927
63,-100.88482825928484,0.52,20,15,0.05,0.1091536506841615,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.03463438634144089,-0.3590652944268977,-0.07686784999418696,-0.11917239110186206,False,0.09086656644128532,0.17146495497408254,0.15059382158940426,0.150355157213927
36,-100.88482825928484,0.5,25,15,0.05,0.1091536506841615,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.03463438634144089,-0.3590652944268977,-0.07686784999418696,-0.11917239110186206,False,0.09086656644128532,0.17146495497408254,0.15059382158940426,0.150355157213927
27,-100.88482825928484,0.5,20,15,0.05,0.1091536506841615,0.1827577629121806,0.13917917385424317,0.1437880370256024,-0.03463438634144089,-0.3590652944268977,-0.07686784999418696,-0.11917239110186206,False,0.09086656644128532,0.17146495497408254,0.15059382158940426,0.150355157213927
