timestamp,equity,cash,n_positions
2026-02-27 11:38:00-05:00,100000.0,100000.0,0
2026-02-27 11:40:00-05:00,100000.0,100000.0,0
2026-02-27 11:41:00-05:00,100000.0,100000.0,0
2026-02-27 11:42:00-05:00,100000.0,100000.0,0
2026-02-27 11:43:00-05:00,99992.50124937532,94995.0,1
2026-02-27 11:45:00-05:00,99982.53743226311,99982.53743226311,0
2026-02-27 11:46:00-05:00,99982.53743226311,99982.53743226311,0
